iter	RMSE
0	2193.058126
1	2113.260419
2	2043.143126
3	1974.481432
4	1903.570272
5	1835.954859
6	1770.725149
7	1709.03042
8	1654.693581
9	1596.680211
10	1545.110174
11	1494.619212
12	1445.100248
13	1398.342932
14	1355.113843
15	1312.060484
16	1271.180075
17	1233.255757
18	1196.088818
19	1161.434882
20	1127.428349
21	1094.403987
22	1065.419766
23	1035.746814
24	1006.813451
25	980.2766371
26	956.7817532
27	932.6490099
28	909.2159376
29	886.1513372
30	865.7349751
31	845.5029878
32	827.2785361
33	808.005716
34	790.9805574
35	773.0857867
36	757.3930397
37	742.8893165
38	729.1627267
39	715.1694821
40	701.3173003
41	690.1775643
42	678.1499268
43	666.0522943
44	653.6972945
45	642.8837938
46	633.0894284
47	625.1644653
48	615.4381168
49	606.5830515
50	599.0020768
51	591.8405452
52	585.6224472
53	577.9984581
54	571.7992238
55	565.7354294
56	558.6020475
57	552.5014803
58	547.3702932
59	541.2224528
60	536.4617879
61	532.5400061
62	529.0397162
63	524.7808633
64	518.6811502
65	513.9240529
66	510.0324692
67	507.0579245
68	500.985109
69	497.0975636
70	493.8772935
71	489.992073
72	486.1477416
73	481.7778299
74	476.9720841
75	472.4836967
76	468.664175
77	463.8520306
78	461.2666138
79	458.1969329
80	456.1394098
81	454.6746726
82	451.4743437
83	447.9733544
84	445.6303556
85	442.8105573
86	439.2656711
87	437.4793466
88	433.687703
89	430.8030312
90	427.8595235
91	425.7504004
92	423.1728425
93	421.6567622
94	420.447232
95	418.8948801
96	416.609052
97	414.2580901
98	412.5267485
99	410.8970555
100	409.2120166
101	406.9025014
102	405.4902907
103	404.4015119
104	402.4423703
105	400.3990688
106	399.0357152
107	397.4945747
108	396.4898005
109	394.6469232
110	393.5537892
111	391.6120424
112	390.2788349
113	389.2056538
114	387.6257629
115	385.6949567
116	384.6537677
117	382.7594358
118	380.5704536
119	378.6797521
120	376.5756118
121	375.5057019
122	373.6110166
123	372.2564666
124	370.669892
125	368.8934542
126	367.6834564
127	366.5857531
128	365.1454019
129	363.9149807
130	362.7746721
131	361.5483561
132	360.5413873
133	359.0407133
134	357.4441909
135	356.4963149
136	354.3788548
137	353.3025713
138	351.7448631
139	350.3554809
140	349.2268536
141	348.5322575
142	347.9390461
143	345.8242816
144	345.1105298
145	344.3548664
146	343.3868821
147	342.031046
148	341.2929713
149	339.1553829
150	337.5717822
151	336.2395279
152	334.7285227
153	333.8806221
154	332.8168617
155	331.0928406
156	329.8799734
157	328.2771157
158	327.419893
159	326.5926593
160	325.0759218
161	323.5870504
162	322.6262516
163	320.0816194
164	319.0344368
165	317.8507863
166	316.8157431
167	316.2164388
168	315.5877943
169	313.8842422
170	312.995685
171	312.3763199
172	311.0332394
173	309.5646161
174	308.0516856
175	307.07778
176	305.7016021
177	305.0368365
178	304.4698383
179	303.4194792
180	302.668428
181	301.0863674
182	300.1626424
183	298.6652118
184	298.1705065
185	297.128763
186	296.7743101
187	295.523502
188	295.0131182
189	293.8899264
190	293.1623536
191	291.7703684
192	290.8451926
193	289.4266096
194	289.2830939
195	288.5445089
196	288.2758496
197	288.1701203
198	286.7419364
199	285.6516001
200	285.106191
201	284.2340931
202	283.2451791
203	283.1718599
204	282.2329886
205	281.3962317
206	281.3327621
207	280.0249387
208	279.0517871
209	277.4893375
210	277.0364128
211	276.1130114
212	275.6698031
213	274.8053923
214	274.4271132
215	272.9108558
216	271.9292387
217	271.8595391
218	270.9783078
219	270.5730123
220	269.6888792
221	269.6334491
222	269.2037976
223	269.1511456
224	268.1758115
225	267.2076611
226	266.4673836
227	265.4388506
228	264.8397889
229	264.5870503
230	264.1419884
231	263.7871847
232	262.8493969
233	262.398134
234	261.7944463
235	260.9890394
236	260.4977705
237	259.2072441
238	258.5556776
239	258.4938738
240	258.3100069
241	257.0477486
242	256.3120332
243	255.7780136
244	255.6681643
245	255.4294126
246	254.6264924
247	254.4701957
248	254.3308766
249	254.2791266
250	253.424095
251	253.3803001
252	252.1539239
253	251.4650786
254	250.8419113
255	250.7925674
256	250.7550324
257	250.3778279
258	250.3367677
259	250.2969643
260	250.2621681
261	249.1037368
262	248.4447064
263	247.6983172
264	246.5894348
265	246.4555125
266	246.2577211
267	245.5718523
268	244.9994208
269	244.1999779
270	243.5089034
271	242.5897871
272	242.0119617
273	241.4303782
274	240.4957825
275	239.3645224
276	238.2769438
277	238.2397729
278	237.7726705
279	237.332487
280	237.2867936
281	236.619031
282	235.7688642
283	235.1533421
284	234.4647733
285	233.7842926
286	233.5664929
287	233.0440641
288	232.8020451
289	231.9058895
290	231.8703379
291	231.466086
292	231.0463475
293	230.3541847
294	229.5583068
295	229.0449788
296	228.8010598
297	228.3369228
298	227.5947009
299	227.5628073
300	226.847038
301	226.4491837
302	225.9982621
303	225.4939811
304	224.8349029
305	224.2889785
306	223.6694308
307	223.3150356
308	222.5429374
309	221.4413224
310	220.8092755
311	220.7776353
312	220.2473427
313	219.8468426
314	219.5163335
315	219.2278488
316	218.844854
317	218.8137526
318	218.2070262
319	218.1766487
320	217.6894009
321	217.1118778
322	216.6876077
323	215.9718785
324	215.5270281
325	215.2600245
326	214.6436298
327	214.541981
328	214.2741235
329	214.1848325
330	213.2813582
331	213.2528882
332	212.7268058
333	212.0316397
334	211.5249487
335	211.1056307
336	210.5577303
337	210.1674619
338	209.9348904
339	209.0212044
340	208.3164835
341	207.994305
342	207.4668736
343	207.3586529
344	207.3306155
345	206.8564785
346	206.6157014
347	206.1444843
348	205.7717409
349	204.9559724
350	204.5391663
351	203.9808137
352	203.4610827
353	203.174733
354	202.6453511
355	202.2628684
356	201.9266236
357	201.18188
358	200.7173453
359	200.634729
360	200.5769646
361	200.0535699
362	199.7117935
363	199.6036754
364	199.142744
365	198.7788624
366	198.4677913
367	198.3289217
368	197.879098
369	197.472533
370	197.1201865
371	196.5418897
372	196.148104
373	196.059738
374	195.7366643
375	195.5039892
376	194.9204048
377	194.4970143
378	194.3789592
379	194.1438302
380	193.8380045
381	193.3111731
382	192.9242153
383	192.5224187
384	192.4510828
385	192.2439313
386	191.8280937
387	191.7448181
388	191.0727958
389	190.3839939
390	189.9561237
391	189.5916433
392	189.179321
393	189.1016946
394	188.8567352
395	188.6211773
396	188.3027127
397	187.8043616
398	187.3175262
399	187.019605
400	186.9450917
401	186.5914579
402	186.3861249
403	186.3141691
404	185.6096323
405	185.3809582
406	185.1442872
407	184.8909059
408	184.7564606
409	184.4922736
410	184.3316774
411	183.9516406
412	183.7701238
413	183.3618622
414	183.0457028
415	182.685379
416	182.3165396
417	182.2445142
418	181.8982482
419	181.5582285
420	181.3183549
421	181.2952446
422	180.8937895
423	180.5667609
424	180.2929451
425	180.2706871
426	180.0053574
427	179.6860609
428	179.6375118
429	179.6160444
430	179.5950956
431	179.4454512
432	179.1177545
433	179.0972784
434	179.0772857
435	178.8126343
436	178.3648212
437	178.1745553
438	178.1549515
439	177.8492115
440	177.8300671
441	177.5122699
442	177.4923961
443	177.1755455
444	176.9907619
445	176.7980166
446	176.7780309
447	176.372862
448	176.0754646
449	175.8668991
450	175.5385158
451	175.2868014
452	175.0537149
453	174.8594003
454	174.8416927
455	174.8244127
456	174.6036386
457	174.02353
458	174.0065883
459	173.7986404
460	173.6054514
461	173.5872909
462	173.5711318
463	172.9668994
464	172.7523722
465	172.3736758
466	172.2063929
467	172.1904838
468	171.9264093
469	171.741336
470	171.3367022
471	171.3210952
472	171.0973837
473	171.0821278
474	171.06596
475	170.5822713
476	170.3261722
477	170.0153509
478	169.85636
479	169.3819786
480	168.8662516
481	168.6216549
482	168.4862004
483	168.4713876
484	168.4556652
485	168.1324329
486	167.8789261
487	167.700048
488	167.5715263
489	167.3087247
490	167.0508967
491	166.8801112
492	166.7507659
493	166.0873484
494	166.0722015
495	165.758597
496	165.6013976
497	165.2408499
498	164.9899196
499	164.7775497
500	164.5364225
501	164.2948553
502	163.7638331
503	163.7489463
504	163.6478266
505	163.1202834
506	162.9344398
507	162.9198308
508	162.7016364
509	162.3425187
510	162.1608377
511	161.8636161
512	161.7810304
513	161.7667684
514	161.4375284
515	161.1766295
516	160.8112323
517	160.5020364
518	160.3557486
519	160.2107835
520	160.0416534
521	160.0285216
522	159.8572153
523	159.6338113
524	159.3437647
525	159.1486401
526	159.1347769
527	158.8594339
528	158.8459152
529	158.8045353
530	158.5766422
