iter	RMSE
0	899.1701189
1	880.826654
2	861.9864902
3	843.3396272
4	825.4366936
5	807.9239576
6	790.3073856
7	773.5582001
8	758.3483135
9	741.7008082
10	726.6368814
11	711.4916658
12	695.8688328
13	680.4761902
14	666.5838083
15	652.1430643
16	638.2709122
17	624.8549268
18	611.4254143
19	598.6761073
20	585.7578808
21	573.1922065
22	560.8986127
23	549.1443634
24	537.3129058
25	526.5994411
26	515.0596067
27	504.8225095
28	494.1898864
29	484.2016058
30	474.3960026
31	465.2199225
32	455.1213528
33	445.4061596
34	435.9694082
35	427.0893324
36	418.7060553
37	410.6354707
38	402.016742
39	393.6687188
40	385.945264
41	378.0677535
42	369.7673711
43	362.3829753
44	354.9861601
45	348.6734678
46	341.5071881
47	335.8020524
48	328.9036737
49	322.7097381
50	316.680025
51	310.5448247
52	304.0697927
53	297.9336926
54	292.2622642
55	286.2450349
56	280.7308889
57	275.1142112
58	270.2054963
59	264.5367501
60	259.3513
61	254.0095747
62	249.7429254
63	244.7896245
64	239.9284516
65	235.5056143
66	231.2469423
67	226.5811334
68	222.2391572
69	217.9493224
70	214.0115841
71	210.1117616
72	206.4239054
73	202.8946907
74	199.3475919
75	195.8782684
76	192.2639811
77	188.5733656
78	185.014505
79	181.711153
80	178.5526721
81	175.3863277
82	172.205592
83	169.0848497
84	166.0824862
85	163.2856624
86	160.3285169
87	157.4027197
88	154.6429797
89	152.0262177
90	149.7142751
91	147.3562932
92	144.9294391
93	142.6914558
94	140.3775266
95	138.0017805
96	135.7814473
97	133.7915052
98	131.6709945
99	129.6441064
100	127.5021235
101	125.4993121
102	123.4533372
103	121.6147084
104	119.562148
105	117.6963656
106	115.6528288
107	113.9999123
108	112.1323111
109	110.6921399
110	108.8728093
111	107.3108483
112	105.8451796
113	104.1645502
114	102.592279
115	101.2797416
116	99.85706147
117	98.38062088
118	97.31927491
119	95.97415638
120	94.7140143
121	93.50088655
122	92.36981825
123	91.04998785
124	89.88337156
125	88.69522818
126	87.41069693
127	86.17473703
128	84.99122816
129	83.99078642
130	82.81483649
131	81.7876649
132	80.71573607
